Key,DOI,Title,Abstract Note,Qixiang
5CWM8BCZ,10.3389/fimmu.2020.00426,Shift in Immune Parameters After Repeated Exposure to Nanoplastics in the Marine Bivalve Mytilus,"Bivalves are widespread in coastal environments subjected to a wide range of environmental fluctuations: however, the rapidly occurring changes due to several anthropogenic factors can represent a significant threat to bivalve immunity. The mussel Mytilus spp. has extremely powerful immune defenses toward different potential pathogens and contaminant stressors. In particular, the mussel immune system represents a significant target for different types of nanoparticles (NPs), including amino-modified nanopolystyrene (PS-NH2) as a model of nanoplastics. In this work, the effects of repeated exposure to PS-NH2 on immune responses of Mytilus galloprovincialis were investigated after a first exposure (10 ??g/L; 24 h), followed by a resting period (72-h depuration) and a second exposure (10 ??g/L; 24 h). Functional parameters were measured in hemocytes, serum, and whole hemolymph samples. In hemocytes, transcription of selected genes involved in proliferation/apoptosis and immune response was evaluated by qPCR. First exposure to PS-NH2 significantly affected hemocyte mitochondrial and lysosomal parameters, serum lysozyme activity, and transcription of proliferation/apoptosis markers; significant upregulation of extrapallial protein precursor (EPp) and downregulation of lysozyme and mytilin B were observed. The results of functional hemocyte parameters indicate the occurrence of stress conditions that did not however result in changes in the overall bactericidal activity. After the second exposure, a shift in hemocyte subpopulations, together with reestablishment of basal functional parameters and of proliferation/apoptotic markers, was observed. Moreover, hemolymph bactericidal activity, as well as transcription of five out of six immune-related genes, all codifying for secreted proteins, was significantly increased. The results indicate an overall shift in immune parameters that may act as compensatory mechanisms to maintain immune homeostasis after a second encounter with PS-NH2. ?? Copyright ?? 2020 Auguste, Balbi, Ciacci, Canonico, Papa, Borello, Vezzulli and Canesi.",
Y92QJ6XB,10.1016/j.scitotenv.2020.136659,Do microplastics affect the zoanthid Zoanthus sociatus?,"Microplastics (1 ??m?€?5 mm), a ubiquitous and persistent marine pollutant, pose a severe threat to coral reefs when recently associated with physiological distress and increased diseases on corals. Studies conducted so far have only reported effects on scleractinian species. Knowledge about its effects on other corals (e.g. Order Zoantharia) remains uncovered, and responses at biochemical levels remain poorly documented. This study aimed to assess the potential effects induced by the presence of microplastics (1 and 10 mg L???1 low-density polyethylene, LDPE MP, or polyvinyl chloride, PVC MP) in the tropical and subtropical cosmopolitan species Zoanthus sociatus (order Zoantharia. Anthozoa: Hexacorallia), at organism level (survival and behaviour), endosymbionts (photosynthetic efficiency) and the cellular level (oxidative stress, detoxification capacity and energy metabolism). In a short-term exposure (96 h), this species was more sensitive to PVC MP. The presence of this polymer at a concentration of 10 mg L???1 caused a ten-fold higher adhesion to the coral epidermis, increased photosynthetic efficiency, lipid peroxidation, and antioxidant defences; without, however, inducing energetic costs. Although the observed physiological and biochemical effects did not compromise Z. sociatus survival in the short term, it does not rule out potential long-term (cumulative) effects that could endanger this and other physiologically similar species that underlie coral reefs. ?? 2020 Elsevier B.V.",
VN7AEH7B,10.1039/d0ra02205e,Facile one-pot synthesis of silver nanoparticles encapsulated in natural polymeric urushiol for marine antifouling,"Silver nanoparticle-based coatings have been regarded as promising candidates for marine antifouling. However, current toxic fabrication methods also lead to environment risks. Nanoparticle agglomeration, poor compatibility with polymer, and rapid release of Ag+ result in short-term efficacy. In this study, a facile one-pot synthesis method of silver nanoparticles (AgNPs) encapsulated in polymeric urushiol (PUL) was developed. AgNPs were synthesized in situ by natural urushiol, serving as a reductant, dispersant and surfactant. Simultaneously, silver nitrate catalyzed the polymerization of urushiol into PUL. This in situ reduction method made AgNPs uniformly distributed in the polymer matrix. The binding between the AgNPs and the PUL resulted in the stable release of Ag+. Results showed the antibacterial rate of a 0.1% AgNPs coating is 100% in laboratory experiments. This environment-friendly coating showed good microbial inhibition performance with long-term (120 days) marine antifouling efficacy. This study shows the potential of preparing an eco-friendly coating with long-term marine antifouling ability. This journal is ?? The Royal Society of Chemistry.",
AMU6TNCQ,10.1016/j.engstruct.2020.110225,Experimental investigation on the seismic performance of low-level corroded and retrofitted reinforced concrete bridge columns with CFRP fabric,"Seismic damage mitigation of corroded reinforced concrete (RC) bridge columns in marine environment will be an impending problem in many countries in which a mass of bridges have been constructed for 20 or more years. In this paper, cyclic pseudo-static tests were conducted on three 1/4-scaled RC column specimens with and without retrofit by carbon fiber reinforced polymer (CFRP) fabric in order to investigate seismic performance of low-level corroded columns and the efficiency of CFRP as a retrofit measure. The first specimen was designed with normal design details of Chinese specifications, which worked as a reference. The second and third columns were both corroded with a target of low-level corrosion in the plastic hinge zone using an electrochemical method. Meanwhile, the third column was retrofitted by CFRP jackets in the plastic hinge region. The experimental results were then employed to evaluate the damage process, failure mode, displacement ductility, energy dissipation, lateral resistance strength, and residual displacement of each specimen. The results show that although low level of corrosion in the tested columns, the displacement ductility was significantly reduced due to weakened confinement of the corroded transverse rebars and reduced area of the corroded longitudinal bars. In addition, retrofitting the column using CFRP fabric jackets could significantly increase the displacement ductility and reduce the residual displacement to some extent. It is worth noting that retrofitting of corroded column using CFRP jackets did not improve the lateral strength. ?? 2020 Elsevier Ltd",
6E65IC3X,10.1088/1755-1315/459/5/052068,Microplastic in the Coastal Sea Waters of Russian Far East,"Their availability, low cost, applicability in virtually any industrial sector and any household have not only resulted in plastics becoming an everywhere used material, but owing to its specific structure resulting in an issue pertaining to environmental pollution. There are 13 monitoring stations within research area to include recreational and industrial areas differing in hydrodynamic behaviour. The research geography bearing in mind the Russia's scale is not vast so far, yet it is being expanded yearly. Research was done at seven Vladivostok beaches, two beaches at the head of the Amur Bay and three beaches of the Posyet Bay. All the samples taken at the western side of the bay at the depths of 2-6m contained microplastic particles. Quality analysis of all the samples collected was carried out using mass-spectrometric method and that of infrared microscopy. It has been found that the chemical constitution of the samples studied is represented mostly by polyethene, polypropylene, particles of polystyrene and polyvinylchloride. Coastal samples frequently contain cellulose. A certain amount of methylaniline, formaldehydes, and monocarbozides was detected. All the said gives ground for ascertaining harmful influence of microplastics not only on sea water quality but on the state of marine biota. ?? 2020 Published under licence by IOP Publishing Ltd.",
RS56U559,10.1039/c9ay02621e,A non-lethal SPME-LC/MS method for the analysis of plastic-associated contaminants in coral reef invertebrates,"Current approaches to evaluate microplastic contamination of the marine environment include the use of marine organisms as bioindicators and the detection of plastic-associated contaminants in their tissues. Liquid/liquid extraction and/or solid-phase extraction are the usual methods of choice for sample preparation. However, these methods suffer from background contamination, due to the large volume of solvents used and the ubiquity of plasticizers in laboratory environments. Moreover, organisms used in the study may belong to species that are rare or endangered and these should preferably not be sacrificed as a consequence of the relatively sizeable biological material required for exhaustive sample extractions and the destructive nature of mass spectrometry analysis. In this study, we evaluated, as a non-lethal alternative, a procedure involving solid phase microextraction (SPME) coupled with liquid chromatography mass spectrometry (LC/MS) analysis. Two coral reef invertebrates that may be sensitive to microplastic contamination were used for the tests, i.e., the scleractinian Danafungia scruposa and the bivalve mollusk Tridacna maxima. The results showed that the method was effective in quantifying phthalate esters within ten minutes of exposure, offering at the same time an improved control of the background contamination compared to the classical extraction procedure. ?? The Royal Society of Chemistry.",
HE5Q3KLL,10.5194/bg-17-1975-2020,Determining how biotic and abiotic variables affect the shell condition and parameters of <i>Heliconoides inflatus</i> pteropods from a sediment trap in the Cariaco Basin,"Pteropods have been nicknamed the ""canary in the coal mine"" for ocean acidification because they are predicted to be among the first organisms to be affected by changing ocean chemistry. This is due to their fragile, aragonitic shells and high abundances in polar and subpolar regions where the impacts of ocean acidification are most pronounced. For pteropods to be used most effectively as indicators of ocean acidification, the biotic and abiotic factors influencing their shell formation and dissolution in the modern ocean need to be quantified and understood. Here, we measured the shell condition (i.e., the degree to which a shell has dissolved) and shell characteristics, including size, number of whorls, shell thickness, and shell volume (i.e., amount of shell material) of nearly 50 specimens of the pteropod species <i>Heliconoides inflatus</i> sampled from a sediment trap in the Cariaco Basin, Venezuela, over an 11-month period. The shell condition of pteropods from sediment traps has the potential to be altered at three stages: (1) when the organisms are live in the water column associated with ocean acidification, (2) when organisms are dead in the water column associated with biotic decay of organic matter and/or abiotic dissolution associated with ocean acidification, and (3) when organisms are in the closed sediment trap cup associated with abiotic alteration by the preservation solution. Shell condition was assessed using two methods: the <i>Limacina</i> Dissolution Index (LDX) and the opacity method. The opacity method was found to capture changes in shell condition only in the early stages of dissolution, whereas the LDX recorded dissolution changes over a much larger range. Because the water in the Cariaco Basin is supersaturated with respect to aragonite year-round, we assume no dissolution occurred during life, and there is no evidence that shell condition deteriorated with the length of time in the sediment trap. Light microscope and scanning electron microscope (SEM) images show the majority of alteration happened to dead pteropods while in the water column associated with the decay of organic matter. The most altered shells occurred in samples collected in September and October when water temperatures were warmest and when the amount of organic matter degradation, both within the shells of dead specimens and in the water column, was likely to have been the greatest.</p> The hydrographic and chemical properties of the Cariaco Basin vary seasonally due to the movement of the Intertropical Convergence Zone (ITCZ). Shells of <i>H. inflatus</i> varied in size, number of whorls, and thickness throughout the year. There was not a strong correlation between the number of whorls and the shell diameter, suggesting that shell growth is plastic. <i>H. inflatus</i> formed shells that were 40&thinsp;% thicker and 20&thinsp;% larger in diameter during nutrient-rich, upwelling times when food supply was abundant, indicating that shell growth in this aragonite-supersaturated basin is controlled by food availability. This study produces a baseline dataset of the variability in shell characteristics of <i>H. inflatus</i> pteropods in the Cariaco Basin and documents the controls on alteration of specimens captured via sediment traps. The methodology outlined for assessing shell parameters establishes a protocol for generating similar baseline records for pteropod populations globally. ?? 2020 Copernicus GmbH. All rights reserved.",
QVS95ACI,10.1021/acsbiomaterials.0c00017,Aliphatic Polyester-Based Biodegradable Microbeads for Sustainable Cosmetics,"Marine pollution stemming from plastic microbeads (MBs) in personal care products has been substantially increased because of their nonbiodegradability and high adsorption capacity against persistent organic pollutants (POPs) in seawater. Moreover, the manufacturing process of MBs has been based on wet processes, such as emulsification, microfluidics, and precipitation. Therefore, a green process for obtaining biodegradable MBs is urgently necessary. Aliphatic polyesters, such as poly(lactic acid) (PLA, radiation-degradable) and poly(??-caprolactone) (PCL, radiation-cross-linkable), have biodegradability and melt processability. The eco-friendly melt electrospraying process is a simple and cost-effective method for the preparation of MBs without the need for organic reagents. In this study, the PLA and PCL MBs were obtained by adjusting the main processing parameters during the melt electrospraying process. The weight losses of PLA and PCL MBs in aqueous environments occurred faster than those of positive controls, and the thermal transition parameters were decreased with the hydrolytic degradation of MBs. In the POP adsorption test, the biodegradable MBs showed poor adsorption because of their low specific surface area. The results of the cleansing efficiency test indicated that biodegradable MBs have great potential as more sustainable cosmetics to replace nondegradable MBs. ?? 2020 American Chemical Society.",
6CBJTPV8,10.1016/j.scitotenv.2019.136484,Greenland Sea Gyre increases microplastic pollution in the surface waters of the Nordic Seas,"Microplastics are ubiquitous in various ocean areas and have aroused global concern. This study investigated the abundance and characteristics of microplastic pollution in the Nordic Seas. In the sea area affected by the East Greenland Current, the abundance of microplastics was 1.19 ?? 0.28 items/L, with fiber (76.1%), transparent (76.2%), and small microplastics (0.1?€?0.5 mm, 48.1%) being the most abundant types present. The abundance of microplastics in the cold basin affected by the Greenland Sea Gyre was 2.43 ?? 0.84 items/L. Fiber accounted for 87.2% of the total microplastics, and the proportions of transparent and 0.1?€?0.5 mm particles were 87.6% and 63.9%, respectively. Principal component analysis (PCA) based on size spectrum data revealed that the spatial pattern of microplastics was closely related to ocean currents and the station position in the ocean current. Furthermore, scanning electron microscopy (SEM)/energy dispersive spectroscopy (EDS) analysis illustrated that the microplastics had many weathering and exfoliation sites and adsorbed heavy metals onto their surfaces. The Fourier Transform Infrared Spectrometer (FTIR) analysis showed that the microplastics in the Nordic Seas were mainly polyester and polyethylene. These results not only provide the latest data on microplastic pollution in the Nordic Seas, but also give evidence that ocean currents affect the transport of marine microplastics. ?? 2020 Elsevier B.V.",
VWPE3R4P,10.1021/acsami.9b22748,Highly Branched Copolymers with Degradable Bridges for Antifouling Coatings,"The antifouling properties of traditional self-polishing marine antifouling coatings are mainly achieved based on their hydrolysis-sensitive side groups or the degradable polymer main chains. Here, we prepared a highly branched copolymer for self-polishing antifouling coatings, in which the primary polymer chains are bridged by degradable fragments (poly-??-caprolactone, PCL). Owing to the partial or complete degradation of PCL fragments, the remaining coating on the surface can be broken down and eroded by seawater. Finally, the polymeric surface is self-polished and self-renewed. The designed highly branched copolymers were successfully prepared by reversible complexation mediated polymerization (RCMP), and their primary main chains had an Mn of approximately 3410 g??mol-1. The hydrolytic degradation results showed that the degradation of the copolymer was controlled, and the degradation rate increased with increasing contents of degradable fragments. The algae settlement assay tests indicated that the copolymer itself has some antibiofouling ability. Moreover, the copolymer can serve as a controlled release matrix for antifoulant 4,5-dichloro-2-octylisothiazolone (DCOIT), and the release rate increases with the contents of degradable fragments. The marine field tests confirmed that these copolymer-based coatings exhibited excellent antibiofouling ability for more than 3 months. The current copolymer is derived from commonly used monomers and an easily conducted polymerization method. Hence, we believe this method may offer innovative insights into marine antifouling applications. Copyright ?? 2020 American Chemical Society.",
DTQZLPB9,10.1021/acs.est.9b07061,Microstructure Characterization of Oceanic Polyethylene Debris,"Plastic pollution has become a worldwide concern. It was demonstrated that plastic breaks down to nanoscale particles in the environment, forming so-called nanoplastics. It is important to understand their ecological impact, but their structure is not elucidated. In this original work, we characterize the microstructure of oceanic polyethylene debris and compare it to the nonweathered objects. Cross sections are analyzed by several emergent mapping techniques. We highlight deep modifications of the debris within a layer a few hundred micrometers thick. The most intense modifications are macromolecule oxidation and a considerable decrease in the molecular weight. The adsorption of organic pollutants and trace metals is also confined to this outer layer. Fragmentation of the oxidized layer of the plastic debris is the most likely source of nanoplastics. Consequently the nanoplastic chemical nature differs greatly from plastics. Copyright ?? 2020 American Chemical Society.",
FS92ZEB5,10.1021/acs.est.9b07527,Transport and Burial of Microplastics in Deep-Marine Sediments by Turbidity Currents,"The threat posed by plastic pollution to marine ecosystems and human health is under increasing scrutiny. Much of the macro- and microplastic in the ocean ends up on the seafloor, with some of the highest concentrations reported in submarine canyons that intersect the continental shelf and directly connect to terrestrial plastic sources. Gravity-driven avalanches, known as turbidity currents, are the primary process for delivering terrestrial sediment and organic carbon to the deep sea through submarine canyons. However, the ability of turbidity currents to transport and bury plastics is essentially unstudied. Using flume experiments, we investigate how turbidity currents transport microplastics, and their role in differential burial of microplastic fragments and fibers. We show that microplastic fragments become relatively concentrated within the base of turbidity currents, whereas fibers are more homogeneously distributed throughout the flow. Surprisingly, the resultant deposits show an opposing trend, as they are enriched with fibers, rather than fragments. We explain this apparent contradiction by a depositional mechanism whereby fibers are preferentially removed from suspension and buried in the deposits as they are trapped between settling sand-grains. Our results suggest that turbidity currents potentially distribute and bury large quantities of microplastics in seafloor sediments. ?? 2020 American Chemical Society.",
UCQNIPRC,10.1021/acs.est.9b06981,Tying up Loose Ends of Microplastic Pollution in the Arctic: Distribution from the Sea Surface through the Water Column to Deep-Sea Sediments at the HAUSGARTEN Observatory,"Recent studies have shown that despite its remoteness, the Arctic region harbors some of the highest microplastic (MP) concentrations worldwide. Here, we present the results of a sampling campaign to assess the vertical distribution of MP particles (&gt;11 ??m) at five stations of the HAUSGARTEN observatory. Water column samples were taken with large volume pumps by filtering 218-561 L of seawater at two to four depth strata (near-surface, ??&amp;circ;??300 m, ??&amp;circ;??1000 m, and above seafloor), and sediment samples were taken with a multiple corer. MP concentrations in the water column ranged between 0 and 1287 N m-3 and in the sediment from 239 to 13????331 N kg-1. Fourier transform infrared spectroscopy (FTIR) imaging with automated data analysis showed that polyamide (39%) and ethylene-propylene-diene rubber (23%) were the most abundant polymers within the water samples and polyethylene-chlorinated (31%) in sediments. MPs ??? 25 ??m accounted for more than half of the synthetic particles in every sample. The largest MP particle recorded was in the 200 ??m size class. The concentrations of fibers were not reported, as fiber detection by FTIR imaging was not available at the time of analyses. Two- A nd three-dimensional simulations of particle transport trajectories suggest different pathways for certain polymer types. A positive correlation between MP size composition and particulate organic carbon indicates interactions with biological processes in the water column. Copyright ?? 2020 American Chemical Society.",
NVCVZRP8,10.1021/acssuschemeng.9b07397,Chitosan -Graft-Poly(dimethylsiloxane)/Zein Coatings for the Fabrication of Environmentally Friendly Oil- And Water-Resistant Paper,"Excessive use of synthetic nondegradable polymers has led to the proliferation of microplastics in the oceans as well as polluted landscapes. Herein, we report a new sustainable approach for the development of oil- and water-resistant paper. Chitosan-graft-poly(dimethylsiloxane) (CHI-g-PDMS) copolymers were prepared by the reaction of poly(dimethylsiloxane) (PDMS) with chitosan. The CHI-g-PDMS graft copolymer was characterized by 1H nuclear magnetic resonance (NMR) analysis. Zein, a coproduct of the bioethanol industry, was blended with CHI-g-PDMS in a water/ethanol solution and subsequently applied as a coating on an unbleached Kraft paper. The coated paper substrates were evaluated for their oil resistance via kit rating and oil contact angle measurements, while the water resistance was determined via Cobb60 value and water contact angle measurements. In addition, the pulp was successfully recovered from the coated paper. Scanning electron microscopy (SEM) analysis was used to investigate the variation in the texture of the paper before and after the coating treatment. Thanks to the efficient pulp recovery and the biodegradable nature of the coating ingredients (chitosan and zein), this novel water- and oil-resistant paper will positively impact the environment by offering potential replacements for single-use plastic applications, and will thus help to minimize ocean microplastics and the burdens placed on landfills. Copyright ?? 2020 American Chemical Society.",
2S6UQPPP,10.1016/j.jhazmat.2019.121703,Entrapment in plastic debris endangers hermit crabs,"Significant quantities of plastic debris pollute nearly all the world's ecosystems, where it persists for decades and poses a considerable threat to flora and fauna. Much of the focus has been on the marine environment, with little information on the hazard posed by debris accumulating on beaches and adjacent vegetated areas. Here we investigate the potential for beach debris to disrupt terrestrial species and ecosystems on two remote islands. The significant quantities of debris on the beaches, and throughout the coastal vegetation, create a significant barrier which strawberry hermit crabs (Coenobita perlatus) encounter during their daily activities. Around 61,000 (2.447 crabs/m2) and 508,000 crabs (1.117 crabs/m2) are estimated to become entrapped in debris and die each year on Henderson Island and the Cocos (Keeling) Islands, respectively. Globally, there is an urgent need to establish a clear link between debris interactions and population persistence, as loss of biodiversity contributes to ecosystem degradation. Our findings show accumulating debris on these islands has the potential to seriously impact hermit crab populations. This is important for countless other islands worldwide where crabs and debris overlap, as crabs play a crucial role in the maintenance of tropical ecosystems. ?? 2019 The Authors",
MTSAL677,10.1088/1755-1315/448/1/012098,Regional Model Development of Plastic Waste Monitoring: Basic Framework from Population and Public Market in Central Java-Indonesia,"Recently, Intention to accelerate SGDs achievement and also mitigate climate change impact concerning to regional health, increasing significantly. One of the regional health issues for those is concerning to impcat of plastic waste. Event though plastic is one of the principal materials in the regional market and industry, but then plastic waste arise to be principal problem for regional environmental health indicators since they linked living from land to coastal and to oceans. Many tons of plastic from land accounted enter to costal and or ocean then attack to all living thinks. Moreover they may be able to return to the land as microplastic consumed by fish. Today, quick respond to manage plastic waste have a high assosiation with effort to manage green food cycle as of covering basic regional food and cereal cycle. This study goal is to provide basic model for regional plastic waste degree monitoring. The model is developed by using ""online"" population data from regional statistical data and number of public market. GIS tools is used to degree of plastic waste in spatial map. For detail, Central Java Provice was then selected for model assessment. To monitor the plastic waste generation in spatial pattern, online data population for year 1990, 2000, 2010, 2018 and number of traditional market was utilized. The study calculated that the highest degree of plastic waste generation with population-base approach for year 2018 is located in Brebes Regency with estimated 161.53 Ton per day. Semarang city contributed 160.04 Ton per day and total plastic waste generation in Central Java is estimated 3, 090.38. According to the public market location, this study founded that Surakarta, Semarang, Pekalongan and Tegal clasify as high degree of plastic waste ggeneration. ?? 2020 IOP Publishing Ltd.",
H7PE8IJI,10.1088/1755-1315/448/1/012129,Multi Effect of Rain Harvesting in the Floating Village of Malahing on the Coast Bontang Developed by the CSR of PKT,"The residents of the floating village of Malahing, Bontang, East Kalimantan, earn their living as fish catching fishermen and seaweed farming. Residents even experience a clean water crisis, every month they require a budget IDR 300, 000 until IDR 400, 000 to buy clean water at Tanjung Laut by ketinting. The PKT programmed rain harvesting for Malahing residents to supply clean water. The method used was field observations and surveys as well as simple calculations using the program of Office Excel. The PKT carried out gutter procurement for every resident's house, provided three plastic drums of 200 litres to collect rainwater, provided filters to filter rain water, train the residents to care for and repair the filters. As a result, the residents get clean water to meet their daily basic, grow vegetables for family needs and do greening in their yard and water them. They can also water communal latrines so that defecation is not carried out at sea. Malahing residents can save IDR. 356, 000 until IDR 456.000 per month, help save fossil fuels and reduce carbon dioxide emissions so they become healthier, prosperous and environmentally friendly. ?? 2020 IOP Publishing Ltd.",
ACL2MV6A,10.1080/20414005.2020.1773153,The myth of mermaids and stewardship of the seas,"Mermaids have become increasingly present in popular culture. At the same time as this mermaid renaissance, states have been negotiating a new international legally binding instrument on the sustainable use and conservation of marine biodiversity in areas beyond national jurisdiction. Faced with increased pressures on ocean ecosystems?€?fisheries depletion, ocean acidification and plastics pollution?€?urgent action is required to remedy gaps in the current regime. However, although the problems with this regime are well rehearsed?€?it is fragmented and based a fictionalised account of ocean space that does not accurately reflect the ecological complexities of the seas and there appears to be little appetite for the root and branch changes necessary to remedy these problems. In appealing to the transnational mythology of mermaids, I seek to reinvigorate calls for a more ecologically sensitive narrative of the seas that will better protect marine biodiversity both within and beyond areas of national jurisdiction. ?? 2020, ?? 2020 Informa UK Limited, trading as Taylor & Francis Group.",
TXRCMSM9,10.3390/ijerph17082808,The complex toxicity of tetracycline with polystyrene spheres on gastric cancer cells,"Nowadays, microplastics (MPs) exist widely in the marine. The surface has strong adsorption capacity for antibiotics in natural environments, and the cytotoxicity of complex are poorly understood. In the study, 500 nm polystyrene (PS-MPs) and 60 nm nanoplastics (PS-NPs) were synthesized. The adsorption of PS to tetracycline (TC) was studied and their toxicity to gastric cancer cells (AGS) was researched. The adsorption experimental results show that PS absorbing capacity increased with increasing TC concentrations. The defense mechanism results show that 60 nm PS-NPs, 500 nm PS-MPs and their complex induce different damage to AGS cells. Furthermore, 600 mg/L PS-NPs and PS-MPs decline cell viability, induce oxidation stress and cause apoptosis. There is more serious damage of 60 nm PS-NPs than 500 nm PS-MPs in cell viability and intracellular reactive oxygen species (ROS). DNA are also damaged by 60 nm PS-NPs and PS-TC NPs, 500 nm PS-MPs and PS-TC MPs, and 60 nm PS-NPs damage DNA more serious than 500 nm PS-MPs. Moreover, 60 nm PS-NPs and PS-TC NPs seem to promote bcl-2 associated X protein (Bax) overexpression. All treatments provided us with evidence on how PS-NPs, PS-MPs and their compounds damaged AGS cells. ?? 2020 by the authors. Licensee MDPI, Basel, Switzerland.",
P3Z3BH4I,10.1080/10643389.2019.1631990,Plastic ingestion by marine fish in the wild,"Marine plastic pollution has become a prominent environmental issue in the recent years. Plastic ingestion is of special concern, as its magnitude and consequences for marine organisms and potentially humans are still largely unknown. We reviewed 93 papers on plastic ingestion by wild marine fish published since 1972. Plastic ingestion was detected in 323 (65%) of 494 examined fish species, and in 262 (67%) of 391 examined commercial fish species. These proportions are likely greater, as a detailed analysis of the sampling effort and analytical methods used in the reviewed studies suggests an underestimation of plastic ingestion in some assessments. A significant positive relationship (R = + 0.845, p = 0.004) was found between the sample size up to N = 10 and the detection of plastic ingestion. We also found significant differences in detection and frequency of occurrence (FO, %) of plastic ingestion among the three main types of analytical methods: naked-eye, microscopic analysis and chemical digestion. The chemical digestion method, which is also the most robust laboratory method, had the greatest detection (86%) and the highest FO (37.6 ?? 0.6%). To avoid the underestimation of plastic ingestion in future work, we provided recommendations for sample sizes and laboratory analysis. ?? 2019, ?? 2019 Taylor & Francis Group, LLC.",
BWF6KCG8,10.1080/09669582.2019.1684931,Loss of tourism revenue induced by coastal environmental pollution: a length-of-stay perspective,"Length of stay has been widely neglected in exploring the relationship between environmental pollution and tourism revenue. Using the survey data of beach tourism along the East China Sea, this paper develops a theoretical model to clarify the impact of length of stay based on the travel cost model with on-site time endogenous. The result shows that the impact of marine litter on tourism revenue is statistically significant with the channel setting of length of stay. The finding remains robust even when the different regression techniques and endogeneity of length-of-stay cases are involved. Moreover, the loss of tourism revenue attributable to tourists?€? length of stay as affected by waste is considerable. The simulation shows that the tourism revenue can be increased by up to 32.23% and 28.87%, respectively, when plastic and cans on the beach are cleaned up. ?? 2019, ?? 2019 Informa UK Limited, trading as Taylor & Francis Group.",
EJ5K6FCU,10.5194/gmd-13-1763-2020,On the calculation of normalized viscous-plastic sea ice stresses,"Calculating and plotting the normalized states of stress for viscous-plastic sea ice models is a common diagnostic for evaluating the numerical convergence and the physical consistency of a numerical solution. Researchers, however, usually do not explain how they calculate the normalized stresses. Here, we argue that care must be taken when calculating and plotting the normalized states of stress. A physically consistent and numerically converged solution should exhibit normalized stresses that are inside (viscous) or on (plastic) the normalized yield curve. To do so, two possible mistakes need to be avoided. First, when using an implicit solver, normalized stresses should be computed from viscous coefficients and replacement pressure calculated using the previous numerical iterate and the strain rates at the numerator calculated from the latest iterate. Calculating the stresses only from the latest iterate falsely indicates that the solution has numerically converged. Second, for both implicit and explicit (i.e., the EVP) solvers, the stresses should be normalized by the ice strength and not by the replacement pressure. Using the latter, normalized states of stress only lie on the yield curve (i.e., falsely indicating there are no viscous states of stress). ?? Author(s) 2020. This work is distributed under the Creative Commons Attribution 4.0 License.",
KQLISRHP,10.3390/W12040951,High-Resolution mapping of Japanese microplastic and macroplastic emissions from the land into the sea,"Plastic debris presents a serious hazard to marine ecosystems worldwide. In this study, we developed a method to evaluate high-resolution maps of plastic emissions from the land into the sea offshore of Japan without using mismanaged plastic waste. Plastics were divided into microplastics (MicPs) and macroplastics (MacPs), and correlations between the observed MicP concentrations in rivers and basin characteristics, such as the urban area ratio and population density, were used to evaluate nationwide MicP concentration maps. A simple water balance analysis was used to calculate the annual outflow for each 1 km mesh to obtain the final MicP emissions, and the MacP input was evaluated based on the MicP emissions and the ratio of MacP/MicP obtained according to previous studies. Concentration data revealed that the MicP concentrations and basin characteristics were significantly and positively correlated. Water balance analyses demonstrated that our methods performed well for evaluating the annual flow rate, while reducing the computational load. The total plastic input (MicP + MacP) was widely distributed from 210-4776 t/yr and a map showed that plastic emissions were high for densely populated and highly urbanized areas in the Tokyo metropolitan area, as well as other large urban areas, especially Nagoya and Osaka. These results provide important insights that may be used to develop countermeasures against plastic pollution and the methods employed herein can also be used to evaluate plastic emissions in other regions. ?? 2020 by the authors.",
RQXMML2Z,10.1016/j.envpol.2020.113948,Microplastic pollution in deep-sea sediments and organisms of the Western Pacific Ocean,"Microplastics are ubiquitous in marine environments. Sediments and marine organisms are recognized as the carriers and final destinations of microplastics. However, research on the concentration and abundance of microplastics in deep-sea sediments and organisms is limited. In this study, samples of sediments and organisms were collected from deep-sea locations of the western Pacific Ocean, with the depth ranging from 4601 m to 5732 m. Microplastics were extracted from the samples and analyzed by micro-Fourier-transform infrared spectroscopy. The average abundance of microplastics in the sediments was 240 items per kg dry weight of sediment. The microplastics were predominantly fibrous in shape (52.5%), blue in color (45.0%), and less than 1 mm in size (90.0%). The most commonly detected polymers were poly(propylene-ethylene) copolymer (40.0%) and polyethylene terephthalate (27.5%). The concentrations of polychlorinated biphenyls (PCBs), which are representatives of persistent organic pollutants, in the pore water of sediment samples were also investigated. A significant correlation between the distribution of microplastics and the PCB concentrations in sediments was found (P = 0.016). Microplastics were also detected in deep-sea organisms (i.e., Crinoidea, Pheronematidae, Ophiuroidea, and Gammaridea) in the sampling region, with an abundance of 0?€?3 items per individual biological sample. This assessment of microplastics in deep-sea sediments and benthic organisms of the western Pacific Ocean confirms that microplastic pollution exists in the deep-sea ecosystems of this region. ?? 2020 The microplastic pollution in deep-sea sediments and organisms of the western Pacific Ocean were investigated. ?? 2020",
